English;Turkish;Phonetic;TurkishPronunciation;SampleEn;SampleTr;CategoryId;Difficulty
complacency;rehavet;/kəmˈpleɪsənsi/;kompleysınsi;Avoid complacency.;Rehavetten kaçın.;7;5
concise (formal);özlü;/kənˈsaɪs/;konsays;Be concise.;Kısa ol.;3;5
conjecture;varsayım;/kənˈdʒektʃər/;koncekçır;It is conjecture.;Bu varsayım.;3;5
conflate;karıştırmak;/kənˈfleɪt/;konfl eyt;Do not conflate issues.;Konuları karıştırma.;3;5
conscientious (deep);vicdanlı;/ˌkɒnʃiˈenʃəs/;konşienshıs;A conscientious worker.;Vicdanlı çalışan.;2;5
consensus (deep);uzlaşma;/kənˈsensəs/;konsensıs;Reach consensus.;Uzlaşmaya var.;7;5
conspicuous;göze çarpan;/kənˈspɪkjuəs/;konsipikyus;A conspicuous error.;Belirgin hata.;3;5
contentious;tartışmalı;/kənˈtenʃəs/;kontenşıs;A contentious issue.;Tartışmalı konu.;7;5
corroborate;doğrulamak;/kəˈrɒbəreɪt/;koroboreyt;Evidence corroborates claims.;Kanıt doğruluyor.;3;5
credulous;kolay inanan;/ˈkredʒələs/;krecıləs;He is credulous.;Kolay inanır.;7;5
cursory;yüzeysel;/ˈkɜːrsəri/;körsıri;A cursory review.;Yüzeysel inceleme.;3;5
dearth;kıtlık;/dɜːrθ/;dörth;A dearth of data.;Veri eksikliği.;2;5
decorum;nezaket;/dɪˈkɔːrəm/;dikorım;Maintain decorum.;Nezaketi koru.;7;5
deferential;saygılı;/ˌdefəˈrenʃəl/;deferenşıl;A deferential tone.;Saygılı ton.;7;5
delineation;tanımlama;/dɪˌlɪniˈeɪʃən/;diliniyeyşın;Clear delineation.;Net tanım.;3;5
denigration;kötüleme;/ˌdenɪˈɡreɪʃən/;denigreyişın;Denigration harms trust.;Kötüleme zarar verir.;7;5
despondent;umutsuz;/dɪˈspɒndənt/;dispondınt;He felt despondent.;Umutsuz hissetti.;7;5
detraction;kötüleme;/dɪˈtrækʃən/;ditrakşın;Ignore detraction.;Kötülemeyi görmezden gel.;7;5
dichotomous;ikili;/daɪˈkɒtəməs/;daykotomıs;A dichotomous choice.;İkili seçim.;3;5
diffusion;yayılma;/dɪˈfjuːʒən/;difyujın;Diffusion occurs.;Yayılma olur.;6;5
dissonance;uyumsuzluk;/ˈdɪsənəns/;disınans;Cognitive dissonance exists.;Bilişsel uyumsuzluk var.;3;5
dogmatism;dogmatizm;/ˈdɒɡmətɪzəm/;dogmatizm;Avoid dogmatism.;Dogmatizmden kaçın.;7;5
eclectic;seçmeci;/ɪˈklektɪk/;iklektik;An eclectic style.;Seçmeci tarz.;3;5
efface;silmek;/ɪˈfeɪs/;ifeys;Time effaces memory.;Zaman hafızayı siler.;2;5
efficacy;etkililik;/ˈefɪkəsi/;efikası;Drug efficacy matters.;İlacın etkisi önemli.;2;5
eloquence;hitabet;/ˈeləkwəns/;elokvıns;His eloquence impressed.;Hitabeti etkiledi.;7;5
emulation;taklit;/ˌemjəˈleɪʃən/;emyuleyşın;Emulation leads to growth.;Taklit gelişim sağlar.;7;5
encomium;övgü;/enˈkoʊmiəm/;enkomiyım;He received encomium.;Övgü aldı.;7;5
endemic;yaygın;/enˈdemɪk/;endemik;The issue is endemic.;Sorun yaygın.;5;5
enigma;gizem;/ɪˈnɪɡmə/;enigme;He is an enigma.;O bir gizem.;3;5
entailment;gereklilik;/ɪnˈteɪlmənt/;inteylmınt;Logical entailment exists.;Mantıksal gereklilik var.;3;5
epistemology;bilgi kuramı;/ɪˌpɪstəˈmɒlədʒi/;epistomoloji;Study epistemology.;Bilgi kuramını incele.;3;5
equivocation;kaçamak cevap;/ɪˌkwɪvəˈkeɪʃən/;ikvivokeyşın;Avoid equivocation.;Kaçamak cevap verme.;3;5
erudite;bilgili;/ˈerjʊdaɪt/;eryudayt;An erudite scholar.;Bilgili akademisyen.;3;5
esoteric;gizli;/ˌesəˈterɪk/;esoterik;Esoteric knowledge exists.;Gizli bilgi var.;3;5
ethos;etik değer;/ˈiːθɒs/;ithos;Professional ethos matters.;Etik önemlidir.;7;5
euphemism;örtmece;/ˈjuːfəmɪzəm/;yufemizm;Use euphemism carefully.;Örtmeceyi dikkatli kullan.;3;5
exacerbate;kötüleştirmek;/ɪɡˈzæsəbeɪt/;igzasıbe yt;This exacerbates issues.;Bu sorunu kötüleştirir.;5;5
exonerate;aklamak;/ɪɡˈzɒnəreɪt/;igzonereyt;He was exonerated.;Aklanıdı.;2;5
extrapolate;çıkarım yapmak;/ɪkˈstræpəleɪt/;ekstrapoleyt;Extrapolate results.;Sonuç çıkar.;3;5
fallacious;hatalı;/fəˈleɪʃəs/;fale yşıs;A fallacious argument.;Hatalı argüman.;3;5
feasible (academic);uygulanabilir;/ˈfiːzəbəl/;fiizıbıl;A feasible plan.;Uygulanabilir plan.;2;5
fervent;ateşli;/ˈfɜːrvənt/;förvınt;A fervent belief.;Güçlü inanç.;7;5
fortuitous;tesadüfi;/fɔːrˈtuːɪtəs/;fortuytıs;A fortuitous event.;Tesadüfi olay.;1;5
galvanize;harekete geçirmek;/ˈɡælvənaɪz/;galvınayz;The speech galvanized people.;Konuşma insanları harekete geçirdi.;7;5
hegemony;hegemonya;/hɪˈdʒeməni/;hecemoni;Cultural hegemony exists.;Kültürel hegemonya var.;7;5
immutable;değişmez;/ɪˈmjuːtəbəl/;imyutıbıl;Laws seem immutable.;Yasalar değişmez görünür.;3;5
impasse;çıkmaz;/ˈɪmpæs/;impas;Talks reached impasse.;Görüşmeler tıkandı.;2;5
imperative;zorunlu;/ɪmˈperətɪv/;imperativ;It is imperative.;Zorunludur.;2;5
incisive;keskin;/ɪnˈsaɪsɪv/;insaysiv;An incisive remark.;Keskin yorum.;3;5
abnegation;kendini feda etme;/ˌæbnɪˈɡeɪʃən/;abnige yşın;His abnegation was admirable.;Fedakarlığı takdire şayandı.;7;5
abominable;iğrenç;/əˈbɒmɪnəbəl/;abomınıbıl;The conditions were abominable.;Koşullar iğrençti.;7;5
abscond;kaçmak;/əbˈskɒnd/;abskond;He absconded with money.;Parayla kaçtı.;2;5
abstruse ;anlaşılmaz;/əbˈstruːs/;abstruus;The theory is abstruse.;Teori anlaşılmaz.;3;5
accretion;birikme;/əˈkriːʃən/;akriişın;Knowledge grows by accretion.;Bilgi birikerek artar.;3;5
acuity;keskinlik;/əˈkjuːɪti/;akyuiti;Mental acuity is vital.;Zihinsel keskinlik önemlidir.;3;5
adulation ;aşırı övgü;/ˌædjuˈleɪʃən/;eculasyon;He disliked adulation.;Aşırı övgüyü sevmezdi.;7;5
aegis;koruma;/ˈiːdʒɪs/;iicis;Under the aegis of law.;Yasa koruması altında.;2;5
alacrity;heves;/əˈlækrəti/;alakriti;He accepted with alacrity.;Hevesle kabul etti.;7;5
amelioration;iyileştirme;/əˌmiːliəˈreɪʃən/;emiliyıre yşın;Policies bring amelioration.;Politikalar iyileşme sağlar.;2;5
anathema;lanet / nefret edilen;/əˈnæθəmə/;anatema;Corruption is anathema.;Yolsuzluk nefret edilir.;7;5
apocryphal;doğruluğu şüpheli;/əˈpɒkrɪfəl/;apokrıfıl;The story is apocryphal.;Hikaye şüpheli.;3;5
apotheosis;yücelme;/əˌpɒθiˈoʊsɪs/;apotiyosis;It was the apotheosis of art.;Sanatın zirvesiydi.;7;5
approbation;onay;/ˌæprəˈbeɪʃən/;aprobe yşın;He gained approbation.;Onay aldı.;7;5
arcadia;huzurlu yer;/ɑːrˈkeɪdiə/;arkedya;They dreamed of Arcadia.;Huzurlu bir yer hayal ettiler.;7;5
ascetic;çileci;/əˈsetɪk/;asetik;He lived an ascetic life.;Çileci yaşadı.;7;5
aspersion;iftira;/əˈspɜːrʒən/;aspörjın;He cast aspersions.;İftira attı.;7;5
assiduity;gayret;/ˌæsɪˈdjuːɪti/;asidyuiti;Success needs assiduity.;Başarı çaba ister.;2;5
atavistic;ilkel;/ˌætəˈvɪstɪk/;atavistik;Atavistic behavior emerged.;İlkel davranış ortaya çıktı.;3;5
attenuation;zayıflama;/əˌtenjuˈeɪʃən/;atenyue yşın;Signal attenuation occurred.;Sinyal zayıfladı.;3;5
auspicious;uğurlu;/ɔːˈspɪʃəs/;ospişıs;An auspicious start.;Uğurlu başlangıç.;7;5
axiomatic (C2);apaçık;/ˌæksiəˈmætɪk/;aksiyomatik;It is axiomatic.;Bu apaçık.;3;5
baleful;tehditkar;/ˈbeɪlfəl/;beyfıl;A baleful look.;Tehditkar bakış.;7;5
beatific;huzurlu;/ˌbiːəˈtɪfɪk/;biatifik;A beatific smile.;Huzurlu gülümseme.;7;5
bellicose;savaşçı;/ˈbelɪkoʊs/;belikos;A bellicose tone.;Savaşçı ton.;7;5
bilious;öfkeli;/ˈbɪliəs/;bilyıs;He was bilious.;Çok öfkeliydi.;5;5
blithe;kaygısız;/blaɪð/;blayt;A blithe attitude.;Umursamaz tavır.;7;5
bombastic;abartılı;/bɒmˈbæstɪk/;bombastik;Bombastic speech.;Abartılı konuşma.;7;5
calumny;iftira;/ˈkæləmni/;kalımni;He spread calumny.;İftira yaydı.;7;5
canard;asılsız haber;/kəˈnɑːrd/;kanard;It was a canard.;Asılsız haberdi.;7;5
capitulation;teslimiyet;/kəˌpɪtʃəˈleɪʃən/;kapitçule yşın;Capitulation followed.;Teslimiyet geldi.;2;5
castigation;azarlama;/ˌkæstɪˈɡeɪʃən/;kastige yşın;He faced castigation.;Azarlanma yaşadı.;7;5
chicanery;hile;/ʃɪˈkeɪnəri/;şikenıri;Political chicanery exists.;Siyasi hile var.;2;5
cogent;ikna edici;/ˈkoʊdʒənt/;kocınt;A cogent argument.;Güçlü argüman.;3;5
compunction;vicdan azabı;/kəmˈpʌŋkʃən/;کمپankşın;He felt compunction.;Vicdan azabı çekti.;7;5
conflagration;büyük yangın;/ˌkɒnfləˈɡreɪʃən/;konfligre yşın;A conflagration spread.;Büyük yangın yayıldı.;5;5
conundrum;bilmece / sorun;/kəˈnʌndrəm/;कनandırım;A difficult conundrum.;Zor problem.;3;5
corpulent;şişman;/ˈkɔːrpjələnt/;korpyulınt;A corpulent man.;Şişman adam.;5;5
credulity;saflık;/krɪˈdjuːləti/;kridyulıti;Exploit credulity.;Saflığı kullan.;7;5
cupidity;açgözlülük;/kjuːˈpɪdəti/;kyupidıti;Cupidity causes harm.;Açgözlülük zarar verir.;7;5
desiccated;kurumuş;/ˈdesɪkeɪtɪd/;desikeytid;Desiccated land.;Kurumuş toprak.;5;5
diatribe;sert eleştiri;/ˈdaɪətraɪb/;dayıtrayb;He delivered a diatribe.;Sert eleştiri yaptı.;7;5
dissonant;uyumsuz;/ˈdɪsənənt/;disınant;Dissonant sounds.;Uyumsuz sesler.;3;5
ebullient;coşkulu;/ɪˈbʌljənt/;ibalyınt;An ebullient personality.;Coşkulu karakter.;7;5
effrontery;küstahlık;/ɪˈfrʌntəri/;ifrantıri;His effrontery shocked us.;Küstahlığı şok etti.;7;5
egregious;aşırı kötü;/ɪˈɡriːdʒəs/;igrıcıs;An egregious error.;Büyük hata.;7;5
enervate;güçsüz bırakmak;/ˈenərveɪt/;enerveyt;Heat enervates.;Sıcak güçsüz bırakır.;5;5
epiphany;aydınlanma;/ɪˈpɪfəni/;ipifani;He had an epiphany.;Aydınlanma yaşadı.;3;5
equivocate;kaçamak yapmak;/ɪˈkwɪvəkeɪt/;ikvivokeyt;Do not equivocate.;Kaçamak yapma.;3;5
erudition;derin bilgi;/ˌerjuˈdɪʃən/;eryudışın;His erudition impressed.;Bilgisi etkiledi.;3;5
evanescent;geçici;/ˌevəˈnesənt/;evanesınt;An evanescent trend.;Geçici trend.;3;5
excoriate;sert eleştirmek;/ɪkˈskɔːrieɪt/;ekskoryeyt;Critics excoriated him.;Eleştirmenler yerdi.;7;5
expurgate;sansürlemek;/ˈekspɜːrɡeɪt/;ekspörgeyt;The text was expurgated.;Metin sansürlendi.;2;5
fastidious;titiz;/fæˈstɪdiəs/;fastidyıs;He is fastidious.;Çok titizdir.;7;5
fecund;verimli;/ˈfiːkʌnd/;fikand;A fecund mind.;Verimli zihin.;3;5
flippant;saygısız;/ˈflɪpənt/;flipınt;A flippant remark.;Saygısız söz.;7;5
fulminate;öfkeyle konuşmak;/ˈfʌlmɪneɪt/;فالmineneyt;He fulminated loudly.;Öfkeyle konuştu.;7;5
garrulous;geveze;/ˈɡærjələs/;garyıləs;A garrulous person.;Geveze kişi.;7;5
grandiloquent;abartılı konuşan;/ɡrænˈdɪləkwənt/;grandilokvınt;Grandiloquent speech.;Abartılı konuşma.;7;5
hackneyed;klişe;/ˈhæknid/;heknid;A hackneyed phrase.;Klişe ifade.;3;5
hedonistic;hazcı;/ˌhiːdəˈnɪstɪk/;hidonistik;A hedonistic lifestyle.;Hazcı yaşam.;7;5
iconoclast;gelenek yıkan;/aɪˈkɒnəklæst/;aykonoklast;He is an iconoclast.;Gelenek yıkar.;7;5
imbroglio;karmaşa;/ɪmˈbroʊlioʊ/;imbrolio;A political imbroglio.;Siyasi karmaşa.;2;5
impecunious;parasız;/ˌɪmpɪˈkjuːniəs/;impikyuniıs;He was impecunious.;Fakirdi.;2;5
implacable;affetmez;/ɪmˈplækəbəl/;implakıbıl;An implacable enemy.;Affetmez düşman.;7;5
incipient;başlangıç aşamasında;/ɪnˈsɪpiənt/;insipiyınt;Incipient problems.;Yeni başlayan sorunlar.;3;5
ineluctable;kaçınılmaz;/ˌɪnɪˈlʌktəbəl/;inelaktıbıl;An ineluctable fate.;Kaçınılmaz kader.;3;5
insidious;sinsi;/ɪnˈsɪdiəs/;insidiyıs;An insidious threat.;Sinsi tehdit.;7;5
intransigent;uzlaşmaz;/ɪnˈtrænsɪdʒənt/;intrensicınt;He remained intransigent.;Uzlaşmadı.;7;5
inveterate;alışkanlık haline gelmiş;/ɪnˈvetərət/;invetırıt;An inveterate liar.;Alışkanlık olmuş yalancı.;7;5
irascible;çabuk sinirlenen;/ɪˈræsɪbəl/;irasıbıl;An irascible man.;Sinirli adam.;7;5
jejune;yüzeysel;/dʒɪˈdʒuːn/;cecuun;A jejune argument.;Yüzeysel argüman.;3;5
laconic;kısa konuşan;/ləˈkɒnɪk/;lakonik;A laconic reply.;Kısa cevap.;7;5
mendacious;yalancı;/menˈdeɪʃəs/;مندeyşıs;A mendacious claim.;Yalan iddia.;7;5
obfuscate;anlaşılmaz yapmak;/ˈɒbfʌskeɪt/;obfıskeyt;Do not obfuscate.;Karmaşıklaştırma.;3;5
obsequious;aşırı itaatkar;/əbˈsiːkwiəs/;absikviyıs;An obsequious attitude.;Aşırı itaatkar tavır.;7;5
parsimonious;cimri;/ˌpɑːrsɪˈmoʊniəs/;parsimoniyıs;A parsimonious man.;Cimri adam.;2;5
perfunctory;özensiz;/pərˈfʌŋktəri/;pörfanktıri;A perfunctory task.;Gelişigüzel iş.;2;5
perspicacious;sezgili;/ˌpɜːrspɪˈkeɪʃəs/;pörspikeyşıs;A perspicacious insight.;Keskin sezgi.;3;5
phlegmatic;sakin;/fleɡˈmætɪk/;flegmatik;A phlegmatic response.;Sakin tepki.;7;5
prolix;gereksiz uzun;/ˈproʊlɪks/;prolix;A prolix explanation.;Uzun anlatım.;3;5
recondite;anlaşılması zor;/ˈrekəndaɪt/;rekondayt;Recondite knowledge.;Derin bilgi.;3;5
sagacious;bilge;/səˈɡeɪʃəs/;sageyşıs;A sagacious leader.;Bilge lider.;3;5
surreptitious;gizli;/ˌsɜːrəpˈtɪʃəs/;سرaptışıs;Surreptitious action.;Gizli hareket.;7;5
taciturn;konuşkan olmayan;/ˈtæsɪtɜːrn/;tasitörn;A taciturn person.;Az konuşan kişi.;7;5
trenchant;keskin;/ˈtrentʃənt/;trençınt;A trenchant critique.;Keskin eleştiri.;3;5
vicissitude;değişkenlik;/vɪˈsɪsɪtuːd/;visisitıud;Life's vicissitudes.;Hayatın iniş çıkışları.;3;5
vitriolic;sert / yakıcı;/ˌvɪtriˈɒlɪk/;vitriyolik;A vitriolic comment.;Sert yorum.;7;5
abrogate ;yürürlükten kaldırmak;/ˈæbrəɡeɪt/;abrıgeyt;The treaty was abrogated.;Antlaşma kaldırıldı.;2;5
abscond (legal);kaçmak;/əbˈskɒnd/;abskond;He absconded abroad.;Yurtdışına kaçtı.;2;5
abstruseness;anlaşılmazlık;/əbˈstruːsnəs/;abstruusnıs;The abstruseness confused readers.;Karmaşıklık okurları şaşırttı.;3;5
acerbic;iğneleyici;/əˈsɜːrbɪk/;asörbik;His acerbic tone hurt people.;İğneleyici tonu incitti.;7;5
acquittal;beraat;/əˈkwɪtəl/;ekvıtıl;The acquittal shocked many.;Beraat şaşırttı.;2;5
acrid;keskin (koku/tat);/ˈækrɪd/;akrid;Acrid smoke filled air.;Keskin duman yayıldı.;5;5
adumbrate;ima etmek;/ˈædʌmbreɪt/;adambreyt;He adumbrated future plans.;Planları ima etti.;3;5
affability;cana yakınlık;/ˌæfəˈbɪləti/;efabılıti;His affability impressed us.;Samimiyeti etkiledi.;7;5
affliction;sıkıntı;/əˈflɪkʃən/;aflikşın;Poverty is an affliction.;Yoksulluk bir sıkıntıdır.;5;5
aggrandize;büyütmek / abartmak;/əˈɡrændaɪz/;agrendayz;He aggrandized achievements.;Başarılarını abarttı.;2;5
alchemy;dönüşüm (metaforik);/ˈælkəmi/;alkımi;Art is like alchemy.;Sanat dönüşüm gibidir.;3;5
altercation;tartışma;/ˌɔːltərˈkeɪʃən/;oltırkeyşın;An altercation occurred.;Tartışma çıktı.;7;5
altruism;özgecilik;/ˈæltruːɪzəm/;altruyizm;Altruism benefits society.;Özgecilik faydalıdır.;7;5
amalgamate;birleştirmek;/əˈmælɡəmeɪt/;emelgımeyt;Merge to amalgamate ideas.;Fikirleri birleştir.;2;5
ambivalence;kararsızlık;/æmˈbɪvələns/;ambivılıns;He felt ambivalence.;Kararsızdı.;7;5
anachronistic;çağ dışı;/əˌnækrəˈnɪstɪk/;anakronistik;The idea is anachronistic.;Fikir çağ dışı.;3;5
anecdote;kısa hikaye;/ˈænɪkdoʊt/;anikdot;He told an anecdote.;Kısa hikaye anlattı.;7;5
animosity;düşmanlık;/ˌænɪˈmɒsɪti/;animositi;There is animosity.;Düşmanlık var.;7;5
anoint;kutsamak;/əˈnɔɪnt/;anoynt;He was anointed leader.;Lider seçildi.;7;5
antecedent;öncül;/ˌæntɪˈsiːdənt/;antisidınt;Study antecedents.;Öncekileri incele.;3;5
antipathy;antipati;/ænˈtɪpəθi/;antipati;He felt antipathy.;Antipati duydu.;7;5
apathy (deep);ilgisizlik;/ˈæpəθi/;apati;Apathy spreads.;İlgisizlik yayılır.;7;5
apprise;bilgilendirmek;/əˈpraɪz/;apraiz;Apprise me of changes.;Beni bilgilendir.;2;5
arbitrary (extreme);tamamen keyfi;/ˈɑːrbɪtreri/;arbitreri;The rule was arbitrary.;Kural keyfiydi.;3;5
arcane (deep);gizli bilgi;/ɑːrˈkeɪn/;arkeyn;Arcane knowledge exists.;Gizli bilgi var.;3;5
ascension;yükseliş;/əˈsenʃən/;asenşın;His ascension was rapid.;Hızlı yükseldi.;3;5
aspersion ;iftira;/əˈspɜːrʒən/;aspörjın;Avoid aspersions.;İftiradan kaçın.;7;5
attenuation (deep);zayıflama;/əˌtenjuˈeɪʃən/;atenyueyşın;Signal attenuation matters.;Sinyal zayıflaması önemli.;3;5
audacious;cüretkar;/ɔːˈdeɪʃəs/;odeyşıs;An audacious move.;Cüretkar hareket.;7;5
austere (extreme);katı;/ɔːˈstɪr/;ostir;An austere life.;Sert yaşam.;7;5
aversion (deep);güçlü nefret;/əˈvɜːrʒən/;avörjın;Aversion increased.;Nefret arttı.;7;5
banal ;sıradan;/bəˈnɑːl/;banal;A banal comment.;Sıradan yorum.;3;5
belittle;küçümsemek;/bɪˈlɪtəl/;bilitıl;Don't belittle others.;Küçümseme.;7;5
benign (medical nuance);zararsız;/bɪˈnaɪn/;binayn;The tumor is benign.;Tümör zararsız.;5;5
bias (deep);önyargı;/ˈbaɪəs/;bayıs;Avoid bias.;Önyargıdan kaçın.;3;5
brusqueness;kabalık;/ˈbrʌsknəs/;brasknıs;His brusqueness shocked.;Kabalığı şaşırttı.;7;5
candor (deep);dürüstlük;/ˈkændər/;kendır;Candor is valued.;Dürüstlük önemlidir.;7;5
causality;nedensellik;/kɔːˈzæləti/;kozalıti;Study causality.;Nedenselliği incele.;3;5
censure (deep);ağır kınama;/ˈsenʃər/;senşır;He faced censure.;Kınandı.;7;5
coherence (logic);tutarlılık;/koʊˈhɪrəns/;kohirıns;Coherence matters.;Tutarlılık önemli.;3;5
complacency (deep);rehavet;/kəmˈpleɪsənsi/;kompleysınsi;Avoid complacency.;Rehavetten kaçın.;7;5
condescension;küçümseme;/ˌkɒndɪˈsenʃən/;kondisenşın;He showed condescension.;Küçümsedi.;7;5
conflation;karıştırma;/kənˈfleɪʃən/;konfl e yşın;Avoid conflation.;Karıştırma.;3;5
conscientiousness;vicdanlılık;/ˌkɒnʃiˈenʃəsnəs/;konşienshısnıs;Conscientiousness matters.;Vicdanlılık önemli.;2;5
conspicuity;belirginlik;/kənˌspɪkjuˈɪti/;konsipikyuiti;Conspicuity increased.;Belirginlik arttı.;3;5
consternation;şaşkınlık;/ˌkɒnstərˈneɪʃən/;konsterneyşın;News caused consternation.;Haber şaşkınlık yarattı.;7;5
contention;tartışma;/kənˈtenʃən/;kontenşın;A major contention.;Büyük tartışma.;7;5
corroboration;doğrulama;/kəˌrɒbəˈreɪʃən/;koroboreyşın;Evidence gives corroboration.;Kanıt doğrular.;3;5
credence (deep);inanılırlık;/ˈkriːdəns/;kridıns;Give credence.;İnan.;7;5
culmination;zirve;/ˌkʌlmɪˈneɪʃən/;kalmineyşın;The project reached culmination.;Proje zirveye ulaştı.;3;5
cursory (C2 nuance);yüzeysel;/ˈkɜːrsəri/;körsıri;A cursory glance.;Yüzeysel bakış.;3;5
deference (deep);saygı;/ˈdefərəns/;deferıns;Show deference.;Saygı göster.;7;5
delineate (deep);açıkça belirtmek;/dɪˈlɪnieɪt/;diliniyeyt;Delineate roles.;Roller belirle.;3;5
denounce (formal);kınamak;/dɪˈnaʊns/;dinauns;Denounce injustice.;Adaletsizliği kına.;7;5
deplorable;berbat;/dɪˈplɔːrəbəl/;diplorıbıl;Conditions are deplorable.;Koşullar kötü.;7;5
derivative (deep);türev;/dɪˈrɪvətɪv/;dirivativ;Derivative thinking.;Türev düşünce.;3;5
despondency;umutsuzluk;/dɪˈspɒndənsi/;dispondınsi;He felt despondency.;Umutsuzdu.;7;5
deterrence;caydırıcılık;/dɪˈterəns/;ditırıns;Deterrence works.;Caydırıcılık işe yarar.;2;5
dichotomy (deep);ikilik;/daɪˈkɒtəmi/;daykotomi;A false dichotomy.;Yanlış ikilik.;3;5
diffusion (science);yayılma;/dɪˈfjuːʒən/;difyujın;Diffusion occurs.;Yayılma olur.;6;5
disillusionment;hayal kırıklığı;/ˌdɪsɪˈluːʒənmənt/;disilujınmınt;Disillusionment spread.;Hayal kırıklığı yayıldı.;7;5
dissonance (deep);uyumsuzluk;/ˈdɪsənəns/;disınans;Cognitive dissonance exists.;Uyumsuzluk var.;3;5
dogmatism (deep);dogmatizm;/ˈdɒɡmətɪzəm/;dogmatizm;Avoid dogmatism.;Kaçın.;7;5
eclecticism;seçmecilik;/ɪˈklektɪsɪzəm/;iklektisizm;Eclecticism defines style.;Tarzı belirler.;3;5
efficacy (C2 nuance);etkililik;/ˈefɪkəsi/;efikası;Drug efficacy is proven.;Etkisi kanıtlandı.;2;5
eloquence (deep);hitabet;/ˈeləkwəns/;elokvıns;Eloquence matters.;Hitabet önemli.;7;5
emulation (deep);taklit;/ˌemjəˈleɪʃən/;emyuleyşın;Emulation inspires.;Taklit ilham verir.;7;5
enigma (deep);gizem;/ɪˈnɪɡmə/;enigme;Life is an enigma.;Hayat gizemdir.;3;5
entailment (logic);gereklilik;/ɪnˈteɪlmənt/;inteylmınt;Logical entailment.;Mantıksal sonuç.;3;5
epistemic;bilgiyle ilgili;/ˌepɪˈstiːmɪk/;epistimik;Epistemic limits exist.;Bilgi sınırı var.;3;5
equivocation (deep);kaçamak;/ɪˌkwɪvəˈkeɪʃən/;ikvivokeyşın;Avoid equivocation.;Kaçın.;3;5
erudition (deep);derin bilgi;/ˌerjuˈdɪʃən/;eryudışın;Erudition impressed.;Bilgi etkiledi.;3;5
esotericism;gizemcilik;/ɪˌsoʊtəˈrɪsɪzəm/;esoterisizm;Esotericism exists.;Gizemcilik var.;3;5
ethos (C2 nuance);değer sistemi;/ˈiːθɒs/;ithos;Cultural ethos matters.;Değer sistemi önemli.;7;5
euphemistic;örtmeceli;/ˌjuːfəˈmɪstɪk/;yufemistik;Euphemistic language used.;Örtmece kullanıldı.;3;5
exacerbate (deep);kötüleştirmek;/ɪɡˈzæsəbeɪt/;igzasıbeyt;It exacerbates problems.;Sorunu büyütür.;5;5
exoneration;aklanma;/ɪɡˌzɒnəˈreɪʃən/;igzonereyşın;Exoneration followed.;Aklanma oldu.;2;5
extrapolation;çıkarım;/ɪkˌstræpəˈleɪʃən/;ekstrapoleyşın;Extrapolation used.;Çıkarım yapıldı.;3;5
fallacy;mantık hatası;/ˈfæləsi/;felası;Logical fallacy exists.;Mantık hatası var.;3;5
fervor;coşku;/ˈfɜːrvər/;förvır;Religious fervor rose.;Coşku arttı.;7;5
fortuity;tesadüf;/fɔːrˈtuːɪti/;fortuyiti;Pure fortuity.;Saf tesadüf.;1;5
galvanization;harekete geçirme;/ˌɡælvənaɪˈzeɪʃən/;galvınayzeyşın;It caused galvanization.;Harekete geçirdi.;7;5
